created_at,num_open_ai_tokens
2025-08-11 15:31:29.932583+00:00,612
2025-08-07 17:34:39.665498+00:00,559
2025-08-07 17:02:31.276973+00:00,563
2025-08-07 16:51:59.189762+00:00,588
2025-08-07 14:05:25.547580+00:00,569
2025-08-06 18:49:32.570008+00:00,454
2025-08-06 18:17:56.817873+00:00,585
2025-08-06 18:17:11.276702+00:00,424
2025-08-06 15:50:20.050863+00:00,580
2025-08-06 14:54:07.255157+00:00,460
2025-08-06 14:45:22.952992+00:00,370
2025-08-05 22:07:43.036780+00:00,713
2025-08-05 18:02:31.802274+00:00,543
2025-08-05 15:35:07.204116+00:00,411
2025-08-05 15:19:12.165691+00:00,517
2025-08-05 15:09:30.512017+00:00,418
2025-08-04 20:08:38.118138+00:00,955
2025-08-04 18:45:46.153917+00:00,752
2025-08-04 17:50:17.358847+00:00,675
2025-08-04 16:01:10.817824+00:00,643
2025-07-30 20:15:27.073215+00:00,485
2025-07-30 19:36:34.322735+00:00,677
2025-07-30 18:59:36.680170+00:00,940
2025-07-30 16:34:12.911775+00:00,664
2025-07-29 21:52:29.050767+00:00,664
2025-07-29 20:00:42.899970+00:00,777
2025-07-29 18:52:37.000938+00:00,448
2025-07-29 18:35:36.406708+00:00,568
2025-07-29 16:39:45.794842+00:00,578
2025-07-28 20:07:00.202318+00:00,941
2025-07-28 18:40:44.628649+00:00,695
2025-07-28 17:59:42.546035+00:00,834
2025-07-28 17:35:38.042137+00:00,440
2025-07-28 15:45:02.378957+00:00,641
2025-07-24 19:57:52.371965+00:00,551
2025-07-24 19:12:25.727875+00:00,374
2025-07-24 19:03:31.101300+00:00,753
2025-07-24 18:01:47.469165+00:00,273
2025-07-24 16:38:26.945597+00:00,736
2025-07-23 22:10:12.610964+00:00,715
2025-07-23 20:01:55.596112+00:00,586
2025-07-23 19:06:25.896397+00:00,910
2025-07-23 16:06:30.885213+00:00,679
2025-07-23 15:24:56.144671+00:00,394
2025-07-22 18:38:48.783468+00:00,428
2025-07-21 20:46:25.013666+00:00,734
2025-07-21 19:07:16.849496+00:00,715
2025-07-21 18:05:27.626504+00:00,808
2025-07-21 17:39:58.688329+00:00,748
2025-07-21 16:32:34.295556+00:00,484
2025-07-21 15:46:30.553079+00:00,784
