created_at,num_open_ai_tokens
2025-08-11 13:10:37.892344+00:00,349
2025-08-10 00:36:36.819898+00:00,2892
2025-08-07 16:01:15.923957+00:00,1352
2025-08-05 21:09:45.228403+00:00,214
2025-08-05 15:11:12.042840+00:00,265
2025-08-04 19:00:38.205390+00:00,276
2025-08-03 12:33:56.548078+00:00,1020
2025-08-02 15:10:08.709587+00:00,144
2025-08-01 17:04:50.049005+00:00,1164
2025-08-01 15:29:06.907864+00:00,415
2025-07-31 19:51:59.765570+00:00,263
2025-07-31 15:19:39.236031+00:00,961
2025-07-30 16:48:50.860208+00:00,5994
2025-07-29 16:09:55.673818+00:00,857
2025-07-28 14:50:53.399501+00:00,2126
2025-07-28 13:24:12.311729+00:00,225
2025-07-28 13:00:52.104665+00:00,1744
2025-07-28 11:56:50.829515+00:00,1407
2025-07-24 13:23:00.074548+00:00,215
2025-07-23 20:24:51.186155+00:00,3185
2025-07-23 19:43:00.897615+00:00,949
2025-07-23 11:50:03.260729+00:00,539
2025-07-22 17:30:16.154512+00:00,148
2025-07-22 13:05:13.533600+00:00,472
2025-07-21 19:53:45.127554+00:00,373
2025-07-17 21:23:22.477275+00:00,112
2025-07-17 14:25:40.356878+00:00,3290
2025-07-17 13:09:52.487144+00:00,1322
2025-07-15 19:17:13.810914+00:00,914
2025-07-14 18:59:08.000221+00:00,1905
2025-07-14 13:54:21.749330+00:00,955
2025-07-14 13:45:44.915678+00:00,135
2025-07-11 15:32:52.559486+00:00,629
2025-07-10 16:33:47.012504+00:00,1705
2025-07-10 15:00:29.152530+00:00,543
2025-07-09 18:54:46.681062+00:00,512
2025-07-08 13:40:45.433900+00:00,831
2025-07-03 13:16:44.162582+00:00,108
2025-07-02 18:41:01.298074+00:00,1880
2025-06-30 15:54:07.940548+00:00,320
2025-06-25 19:28:56.296142+00:00,102
2025-06-25 12:41:34.877272+00:00,3012
2025-06-24 15:31:12.534718+00:00,1800
2025-06-24 13:27:01.512179+00:00,1665
2025-06-23 12:58:21.504562+00:00,905
2025-06-19 17:50:41.177858+00:00,3414
2025-06-19 14:46:07.533642+00:00,371
2025-06-18 17:21:03.438262+00:00,823
2025-06-17 14:13:36.159958+00:00,823
2025-06-17 13:39:08.611442+00:00,2093
2025-06-16 21:20:46.430395+00:00,547
2025-06-06 12:47:26.837110+00:00,1167
2025-06-05 13:32:16.006865+00:00,3133
2025-06-04 16:10:06.265456+00:00,1505
2025-06-04 15:44:06.720111+00:00,2092
2025-06-03 20:43:08.189389+00:00,1372
2025-06-03 18:47:30.555656+00:00,4389
2025-06-03 18:29:08.483154+00:00,576
2025-06-02 15:13:11.522711+00:00,1546
2025-05-22 16:45:22.672958+00:00,1110
2025-05-19 16:25:59.845707+00:00,1452
2025-05-16 14:57:56.854755+00:00,314
2025-05-16 12:56:51.641454+00:00,2927
2025-05-15 17:50:30.608204+00:00,2006
2025-05-15 15:02:53.058302+00:00,151
2025-05-12 13:04:44.658730+00:00,4243
2025-05-08 15:48:57.692406+00:00,1653
2025-05-02 15:35:43.506099+00:00,5182
2025-05-02 14:57:51.086432+00:00,2991
2025-04-24 14:01:53.267925+00:00,1902
2025-04-17 17:20:03.502187+00:00,694
2025-04-17 17:19:26.826839+00:00,739
2025-04-17 13:12:15.790674+00:00,1346
2025-04-15 19:57:40.592137+00:00,1880
2025-04-11 14:07:04.559479+00:00,620
2025-04-11 03:13:30.681795+00:00,1673
2025-04-10 18:01:30.046502+00:00,10509
2025-04-10 14:15:48.804128+00:00,8002
2025-04-09 03:29:54.384085+00:00,504
2025-04-07 16:43:04.781291+00:00,781
2025-04-03 19:37:50.621734+00:00,1699
2025-04-03 16:45:39.738304+00:00,571
2025-04-02 20:44:02.055595+00:00,275
2025-04-02 19:37:03.377699+00:00,716
2025-03-31 14:14:07.431565+00:00,1681
2025-03-31 12:38:29.961199+00:00,4933
2025-03-28 15:33:12.182455+00:00,694
2025-03-25 19:00:14.199749+00:00,587
2025-03-25 13:42:39.817705+00:00,1284
2025-03-24 13:39:26.850071+00:00,1288
2025-03-21 21:12:17.195204+00:00,2501
2025-03-20 21:21:41.120067+00:00,7215
2025-03-19 12:15:30.546142+00:00,1386
2025-03-18 22:06:18.121946+00:00,743
2025-03-17 20:36:09.389909+00:00,7480
2025-03-17 17:54:51.970412+00:00,1861
2025-03-14 19:39:34.772630+00:00,781
2025-03-14 19:35:45.256491+00:00,403
2025-03-14 16:41:59.494769+00:00,1235
2025-03-14 14:33:02.116631+00:00,5437
2025-03-13 18:25:58.347398+00:00,4958
2025-03-13 16:52:18.367758+00:00,459
2025-03-13 12:56:40.905850+00:00,9064
2025-03-12 15:30:33.652420+00:00,193
2025-03-12 15:21:36.117389+00:00,1113
2025-03-10 17:47:12.509552+00:00,882
2025-03-10 15:14:45.715445+00:00,699
2025-03-07 20:58:38.779843+00:00,1661
2025-03-07 15:48:27.535314+00:00,2848
2025-03-05 22:00:35.813246+00:00,3641
2025-03-05 14:54:20.358808+00:00,1351
2025-03-04 21:03:47.720043+00:00,471
2025-03-04 18:30:59.508550+00:00,424
2025-03-03 15:31:45.714437+00:00,8079
2025-02-28 16:54:03.712436+00:00,234
2025-02-27 15:51:07.410584+00:00,412
2025-02-26 16:31:53.093527+00:00,2822
2025-02-14 15:49:29.076561+00:00,767
2025-02-13 15:48:54.011805+00:00,1082
2025-02-13 14:14:46.948365+00:00,701
2025-02-12 17:35:29.533230+00:00,406
2025-02-12 14:48:55.417291+00:00,5901
2025-02-07 17:26:01.300481+00:00,377
2025-02-06 22:28:30.110363+00:00,1599
2025-02-04 16:05:02.435600+00:00,653
2025-02-04 14:41:53.036108+00:00,1079
2025-01-30 13:47:05.789282+00:00,1047
2025-01-29 17:20:58.290788+00:00,260
2025-01-29 17:18:54.835351+00:00,705
